PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,year,year_str
Stephon Marbury,NYK,81,40.2,20.2,7.4,17.1,43.1,1.1,3.4,31.8,4.4,5.4,81.7,0.7,2.5,3.2,8.9,1.6,0.1,3.1,20.3,2003-01-01,2003
Jermaine O'Neal,IND,78,35.8,20.1,7.8,17.9,43.4,0.0,0.2,11.1,4.5,5.9,75.7,2.5,7.5,10.0,2.1,0.8,2.6,2.3,21.6,2003-01-01,2003
Zach Randolph,POR,81,37.9,20.1,8.2,16.9,48.5,0.0,0.1,20.0,3.7,4.9,76.1,3.0,7.5,10.5,2.0,0.8,0.5,3.0,21.0,2003-01-01,2003
Sam Cassell,MIN,81,35.0,19.8,7.7,15.7,48.8,0.9,2.3,39.8,3.6,4.1,87.3,0.5,2.8,3.3,7.3,1.3,0.2,2.7,20.7,2003-01-01,2003
Shawn Marion,PHX,79,40.7,19.0,7.5,17.0,44.0,1.1,3.4,34.0,2.9,3.4,85.1,2.7,6.6,9.3,2.7,2.1,1.3,2.0,22.4,2003-01-01,2003
Jason Richardson,GSW,78,37.7,18.7,7.2,16.5,43.8,1.0,3.5,28.2,3.3,4.8,68.4,1.6,5.1,6.7,2.9,1.1,0.5,2.5,16.7,2003-01-01,2003
Michael Finley,DAL,72,38.6,18.6,7.1,16.1,44.3,2.1,5.1,40.5,2.3,2.7,85.0,1.1,3.4,4.5,2.9,1.2,0.5,1.2,17.3,2003-01-01,2003
Richard Jefferson,NJN,82,38.2,18.5,6.8,13.6,49.8,0.6,1.6,36.4,4.4,5.7,76.3,1.3,4.3,5.7,3.8,1.1,0.3,2.4,18.8,2003-01-01,2003
Mike Bibby,SAC,82,36.3,18.4,6.4,14.3,45.0,1.8,4.6,39.2,3.7,4.5,81.5,0.8,2.6,3.4,5.4,1.4,0.2,2.1,17.9,2003-01-01,2003
Metta World Peace,IND,73,37.2,18.3,6.4,15.2,42.1,1.0,3.3,31.0,4.4,6.0,73.3,1.4,3.9,5.3,3.7,2.1,0.7,2.8,16.8,2003-01-01,2003
Stephen Jackson,ATL,80,36.8,18.1,6.7,15.8,42.5,1.8,5.3,34.0,2.9,3.7,78.5,1.2,3.4,4.6,3.1,1.8,0.3,2.8,15.2,2003-01-01,2003
Rashard Lewis,SEA,80,36.7,17.8,6.7,15.4,43.5,1.8,4.8,37.6,2.6,3.4,76.3,1.7,4.8,6.5,2.2,1.2,0.7,1.7,17.2,2003-01-01,2003
Pau Gasol,MEM,78,31.5,17.7,6.5,13.4,48.2,0.1,0.2,26.7,4.7,6.6,71.4,2.6,5.1,7.7,2.5,0.6,1.7,2.4,19.0,2003-01-01,2003
Richard Hamilton,DET,78,35.6,17.6,6.8,14.9,45.5,0.2,0.9,26.5,3.8,4.4,86.8,1.0,2.6,3.6,4.0,1.3,0.2,2.7,15.3,2003-01-01,2003
Yao Ming,HOU,82,32.8,17.5,6.5,12.5,52.2,0.0,0.0,0.0,4.4,5.4,80.9,2.4,6.6,9.0,1.5,0.3,1.9,2.5,20.6,2003-01-01,2003
Eddie Jones,MIA,81,37.0,17.3,5.8,14.3,40.9,2.2,5.9,37.0,3.4,4.1,83.5,0.5,3.3,3.8,3.2,1.1,0.4,1.6,15.1,2003-01-01,2003
Jamal Crawford,CHI,80,35.1,17.3,6.4,16.5,38.6,2.1,6.5,31.7,2.5,3.0,83.3,0.6,3.0,3.5,5.1,1.4,0.4,2.4,14.6,2003-01-01,2003
Lamar Odom,MIA,80,37.5,17.1,6.1,14.1,43.0,0.8,2.6,29.8,4.3,5.7,74.2,2.0,7.7,9.7,4.1,1.1,0.9,3.0,20.4,2003-01-01,2003
Juwan Howard,ORL,81,35.5,17.0,6.5,14.4,45.3,0.0,0.0,0.0,3.9,4.9,80.9,2.1,4.9,7.0,2.0,0.7,0.3,2.2,15.9,2003-01-01,2003
Chauncey Billups,DET,78,35.4,16.9,5.0,12.8,39.4,1.7,4.3,38.8,5.2,5.9,87.8,0.4,3.1,3.5,5.7,1.1,0.1,2.4,16.4,2003-01-01,2003
Jason Terry,ATL,81,37.2,16.8,6.2,14.8,41.7,1.8,5.2,34.7,2.7,3.2,82.7,0.6,3.5,4.1,5.4,1.5,0.2,2.8,16.1,2003-01-01,2003
Latrell Sprewell,MIN,82,37.8,16.8,6.3,15.4,40.9,1.2,3.6,33.1,2.9,3.6,81.4,0.7,3.1,3.8,3.5,1.1,0.3,1.9,13.6,2003-01-01,2003
Joe Johnson,PHX,82,40.6,16.7,6.8,15.7,43.0,1.0,3.3,30.5,2.1,2.8,75.0,1.0,3.7,4.7,4.4,1.1,0.3,2.4,15.1,2003-01-01,2003
Steve Francis,HOU,79,40.4,16.6,5.7,14.1,40.3,0.9,3.2,29.2,4.3,5.5,77.5,1.5,4.0,5.5,6.2,1.8,0.4,3.7,17.1,2003-01-01,2003
Andrei Kirilenko,UTA,78,37.1,16.5,5.3,11.9,44.3,0.9,2.6,33.8,5.0,6.4,79.0,2.9,5.2,8.1,3.1,1.9,2.8,2.8,21.6,2003-01-01,2003
Shareef Abdur-Rahim,POR,85,31.6,16.3,5.9,12.4,47.5,0.1,0.4,26.5,4.4,5.0,86.9,2.2,5.3,7.5,2.0,0.8,0.4,2.2,17.8,2003-01-01,2003
Keith Van Horn,MIL,72,32.6,16.1,5.7,12.5,45.4,1.3,3.2,39.9,3.5,4.0,85.9,2.1,4.9,7.0,1.7,0.9,0.5,2.3,16.4,2003-01-01,2003
Cuttino Mobley,HOU,80,40.4,15.8,5.8,13.5,42.6,2.1,5.3,39.0,2.2,2.7,81.1,0.5,4.0,4.5,3.2,1.3,0.4,2.3,14.7,2003-01-01,2003
Carlos Boozer,CLE,75,34.6,15.5,6.3,12.0,52.3,0.0,0.1,16.7,2.9,3.8,76.8,3.1,8.4,11.4,2.0,1.0,0.7,1.8,22.2,2003-01-01,2003
Zydrunas Ilgauskas,CLE,81,31.3,15.3,5.8,11.9,48.3,0.0,0.1,28.6,3.7,5.0,74.6,3.4,4.6,8.1,1.3,0.5,2.5,2.0,18.2,2003-01-01,2003
Andre Miller,DEN,82,34.6,14.8,5.2,11.5,45.7,0.1,0.8,18.5,4.2,5.0,83.2,1.5,2.9,4.5,6.1,1.7,0.3,2.6,17.7,2003-01-01,2003
Antawn Jamison,DAL,82,29.0,14.8,6.0,11.1,53.5,0.2,0.5,40.0,2.7,3.6,74.8,2.8,3.5,6.3,0.9,1.0,0.4,1.0,16.3,2003-01-01,2003
Donyell Marshall,TOR,82,36.4,14.7,5.7,12.4,46.1,1.6,4.0,40.3,1.6,2.2,73.6,2.6,7.3,9.9,1.5,1.1,1.5,1.4,20.0,2003-01-01,2003
Eddy Curry,CHI,73,29.5,14.7,5.7,11.5,49.6,0.0,0.0,100.0,3.2,4.8,67.1,2.0,4.2,6.2,0.9,0.3,1.1,2.4,13.4,2003-01-01,2003
Tony Parker,SAS,75,34.4,14.7,5.6,12.6,44.7,0.8,2.7,31.2,2.5,3.6,70.2,0.6,2.6,3.2,5.5,0.8,0.1,2.4,13.8,2003-01-01,2003
Gary Payton,LAL,82,34.5,14.6,5.9,12.5,47.1,0.7,2.0,33.3,2.2,3.1,71.4,0.9,3.3,4.2,5.5,1.2,0.2,1.8,16.3,2003-01-01,2003
Steve Nash,DAL,78,33.5,14.5,5.1,10.8,47.0,1.3,3.3,40.5,2.9,3.2,91.6,0.8,2.2,3.0,8.8,0.9,0.1,2.7,18.5,2003-01-01,2003
Ricky Davis,BOS,79,31.3,14.4,5.6,12.0,46.9,0.7,1.8,37.1,2.5,3.5,71.8,1.0,3.6,4.5,3.3,1.2,0.3,2.4,14.0,2003-01-01,2003
Desmond Mason,MIL,82,30.9,14.4,5.0,10.6,47.2,0.1,0.5,23.1,4.3,5.6,76.9,1.1,3.2,4.4,1.9,0.7,0.3,1.8,13.0,2003-01-01,2003
Voshon Lenard,DEN,73,30.6,14.2,5.4,12.8,42.2,1.5,4.0,36.7,2.0,2.5,79.1,0.6,2.1,2.7,2.1,0.8,0.2,1.4,10.7,2003-01-01,2003
Brad Miller,SAC,72,36.4,14.1,5.2,10.2,51.0,0.2,0.5,31.6,3.6,4.6,77.8,2.7,7.7,10.3,4.3,0.9,1.2,2.0,22.9,2003-01-01,2003
Antoine Walker,DAL,82,34.6,14.0,5.9,13.8,42.8,1.0,3.7,26.9,1.3,2.3,55.4,2.4,5.9,8.3,4.5,0.8,0.8,2.5,17.1,2003-01-01,2003
James Posey,MEM,82,29.9,13.7,4.5,9.4,47.8,1.4,3.5,38.6,3.4,4.1,83.0,1.1,3.8,4.9,1.5,1.7,0.5,1.4,15.3,2003-01-01,2003
Jamaal Magloire,NOH,82,33.9,13.6,4.7,9.9,47.3,0.0,0.0,0.0,4.3,5.7,75.1,3.3,7.1,10.3,1.0,0.5,1.2,2.5,17.7,2003-01-01,2003
Kenny Thomas,PHI,74,36.5,13.6,5.1,11.0,46.9,0.0,0.1,20.0,3.3,4.4,75.2,3.5,6.6,10.1,1.5,1.1,0.4,2.3,17.5,2003-01-01,2003
Damon Stoudamire,POR,82,38.0,13.4,5.0,12.4,40.1,1.9,5.2,36.5,1.5,1.8,87.6,0.6,3.1,3.8,6.1,1.2,0.1,2.2,14.7,2003-01-01,2003
Al Harrington,IND,79,30.9,13.3,5.3,11.5,46.3,0.3,1.0,27.3,2.3,3.2,73.4,2.1,4.4,6.4,1.7,1.0,0.3,2.1,13.6,2003-01-01,2003
Kerry Kittles,NJN,82,34.7,13.1,5.3,11.7,45.3,1.2,3.4,35.1,1.3,1.7,78.7,0.7,3.3,4.0,2.5,1.5,0.5,1.2,13.7,2003-01-01,2003
Jim Jackson,HOU,80,39.0,12.9,4.8,11.3,42.4,2.0,5.1,40.0,1.3,1.6,84.3,0.7,5.4,6.1,2.8,1.1,0.3,2.2,14.3,2003-01-01,2003
Manu Ginobili,SAS,77,29.3,12.8,4.3,10.2,41.8,1.1,3.2,35.9,3.1,3.9,80.2,1.1,3.4,4.5,3.8,1.8,0.2,2.1,14.2,2003-01-01,2003
Carlos Arroyo,UTA,71,28.3,12.6,4.8,10.8,44.1,0.5,1.6,32.5,2.5,3.2,80.4,0.6,2.0,2.6,5.0,0.9,0.1,2.2,12.3,2003-01-01,2003
Flip Murray,SEA,82,24.6,12.4,4.7,11.2,42.5,0.8,2.8,29.3,2.0,2.9,71.5,0.5,1.9,2.5,2.5,1.0,0.3,1.8,9.6,2003-01-01,2003
Erick Dampier,GSW,74,32.5,12.3,4.7,8.8,53.5,0.0,0.0,0.0,2.9,4.5,65.4,4.6,7.3,12.0,0.8,0.4,1.9,1.8,20.0,2003-01-01,2003
Bonzi Wells,MEM,72,26.0,12.3,5.0,11.8,42.7,0.3,1.0,31.9,1.9,2.5,75.4,1.1,2.5,3.6,1.9,1.3,0.3,2.2,9.8,2003-01-01,2003
Kirk Hinrich,CHI,76,35.6,12.0,4.2,10.8,38.6,1.9,4.9,39.0,1.8,2.2,80.4,0.6,2.9,3.4,6.8,1.3,0.3,2.7,14.1,2003-01-01,2003
Vladimir Radmanovic,SEA,77,30.1,12.0,4.5,10.5,42.5,1.8,4.9,37.1,1.2,1.6,74.8,1.4,3.9,5.3,1.8,1.0,0.5,1.4,12.8,2003-01-01,2003
Jeff McInnis,CLE,70,33.8,11.8,4.8,10.7,44.7,0.7,1.8,36.2,1.6,2.0,79.7,0.5,2.0,2.5,6.1,1.0,0.1,1.7,13.6,2003-01-01,2003
Clifford Robinson,GSW,82,34.7,11.8,4.5,11.5,38.7,1.4,3.8,35.7,1.5,2.1,71.1,0.7,3.3,3.9,3.3,0.8,0.9,2.1,11.0,2003-01-01,2003
Nene,DEN,77,32.5,11.8,4.3,8.2,53.0,0.0,0.0,0.0,3.1,4.6,68.2,2.0,4.5,6.5,2.2,1.5,0.5,2.4,14.9,2003-01-01,2003
Mike Dunleavy,GSW,75,31.2,11.7,4.3,9.6,44.9,1.3,3.4,37.0,1.8,2.5,74.1,1.2,4.7,5.9,2.9,0.9,0.2,1.9,13.8,2003-01-01,2003
Drew Gooden,ORL,79,27.0,11.6,4.7,10.5,44.5,0.1,0.5,21.4,2.1,3.3,63.7,2.0,4.5,6.5,1.1,0.8,0.9,1.6,12.3,2003-01-01,2003
Maurice Taylor,HOU,75,27.8,11.5,4.9,10.2,48.0,0.0,0.0,0.0,1.7,2.3,73.6,1.7,3.4,5.1,1.4,0.6,0.6,2.0,11.3,2003-01-01,2003
Chris Bosh,TOR,75,33.5,11.5,4.4,9.5,45.9,0.1,0.2,35.7,2.7,3.8,70.1,2.5,4.9,7.4,1.0,0.8,1.4,1.4,14.4,2003-01-01,2003
DeShawn Stevenson,ORL,80,30.6,11.4,4.7,10.9,43.2,0.2,0.9,26.8,1.7,2.6,67.6,1.0,2.7,3.7,2.0,0.7,0.2,1.5,9.4,2003-01-01,2003
Gordan Giricek,UTA,73,28.0,11.3,4.3,9.9,43.6,0.8,2.1,39.5,1.8,2.2,85.4,0.7,2.4,3.1,1.7,0.8,0.2,1.4,9.8,2003-01-01,2003
Raja Bell,UTA,82,24.6,11.2,4.0,9.8,40.9,0.8,2.0,37.3,2.4,3.0,78.6,0.7,2.2,2.9,1.3,0.8,0.2,1.4,8.5,2003-01-01,2003
Kurt Thomas,NYK,80,31.9,11.1,4.9,10.4,47.3,0.0,0.0,0.0,1.3,1.6,83.5,1.8,6.5,8.3,1.9,0.7,1.0,1.7,15.6,2003-01-01,2003
Joe Smith,MIL,76,29.7,10.9,4.1,9.3,43.9,0.0,0.1,20.0,2.7,3.2,85.9,3.0,5.4,8.5,1.0,0.6,1.2,1.1,15.5,2003-01-01,2003
Darius Miles,POR,79,26.3,10.9,4.6,9.5,48.5,0.1,0.5,17.5,1.6,2.4,64.2,1.4,3.1,4.5,2.1,0.8,0.8,1.6,11.7,2003-01-01,2003
Kwame Brown,WAS,74,30.2,10.9,3.9,8.0,48.9,0.0,0.0,50.0,3.1,4.5,68.3,2.4,5.0,7.4,1.5,0.9,0.7,1.9,14.0,2003-01-01,2003
Jason Williams,MEM,72,29.4,10.9,4.0,9.9,40.7,1.7,5.1,33.0,1.1,1.4,83.7,0.3,1.7,2.0,6.8,1.3,0.1,1.9,13.1,2003-01-01,2003
Darrell Armstrong,NOH,79,28.4,10.6,3.7,9.3,39.5,1.7,5.4,31.5,1.6,1.8,85.4,0.8,2.1,2.9,3.9,1.7,0.2,2.0,11.5,2003-01-01,2003
Tyronn Lue,ORL,76,30.7,10.5,4.1,9.4,43.3,1.1,2.8,38.3,1.3,1.7,77.1,0.3,2.1,2.5,4.2,0.8,0.1,1.6,10.7,2003-01-01,2003
P.J. Brown,NOH,80,34.4,10.5,4.2,8.9,47.6,0.0,0.0,0.0,2.0,2.3,85.4,3.0,5.7,8.6,1.9,1.0,0.9,1.3,16.6,2003-01-01,2003
Eric Snow,PHI,82,36.2,10.3,3.6,8.7,41.3,0.0,0.2,11.1,3.1,3.9,79.7,0.8,2.7,3.4,6.9,1.2,0.1,2.3,13.7,2003-01-01,2003
Mark Blount,BOS,82,29.3,10.3,4.2,7.4,56.6,0.0,0.0,0.0,1.9,2.7,71.9,2.5,4.7,7.2,0.9,1.0,1.3,1.8,14.9,2003-01-01,2003
Tayshaun Prince,DET,82,33.0,10.3,4.1,8.8,46.7,0.7,1.9,36.3,1.3,1.7,76.6,1.1,3.6,4.8,2.3,0.8,0.8,1.5,12.4,2003-01-01,2003
Earl Boykins,DEN,82,22.5,10.2,3.9,9.3,41.9,0.7,2.1,32.2,1.7,2.0,87.7,0.5,1.2,1.7,3.6,0.6,0.0,1.2,9.3,2003-01-01,2003
Rafer Alston,MIA,82,31.5,10.2,3.5,9.3,37.6,2.0,5.3,37.1,1.3,1.6,76.9,0.3,2.4,2.8,4.5,1.4,0.2,1.6,11.4,2003-01-01,2003
Doug Christie,SAC,82,33.9,10.1,3.9,8.4,46.1,0.6,1.7,34.5,1.8,2.1,86.0,0.8,3.2,4.0,4.2,1.8,0.5,1.9,14.0,2003-01-01,2003
Eric Williams,CLE,71,26.5,10.0,3.3,8.4,38.6,0.5,1.8,27.6,3.0,4.0,76.0,0.9,3.1,4.0,1.7,1.0,0.1,1.2,9.5,2003-01-01,2003
Reggie Miller,IND,80,28.2,10.0,3.3,7.4,43.8,1.7,4.2,40.1,1.8,2.1,88.5,0.2,2.1,2.4,3.1,0.8,0.1,0.9,11.2,2003-01-01,2003
Vlade Divac,SAC,81,28.6,9.9,3.9,8.2,47.0,0.0,0.2,15.4,2.1,3.2,65.4,1.7,4.0,5.7,5.3,0.7,1.0,2.1,15.0,2003-01-01,2003
Brian Cardinal,GSW,76,21.5,9.6,2.9,6.1,47.2,0.7,1.6,44.4,3.1,3.6,87.8,1.3,2.9,4.2,1.4,0.9,0.3,1.1,11.5,2003-01-01,2003
Jarvis Hayes,WAS,70,29.2,9.6,4.0,9.9,40.0,0.6,1.9,30.5,1.1,1.4,78.6,1.0,2.8,3.8,1.5,1.0,0.2,1.6,8.2,2003-01-01,2003
Mehmet Okur,DET,71,22.3,9.6,3.5,7.6,46.3,0.3,0.7,37.5,2.3,2.9,77.5,2.3,3.7,5.9,1.0,0.5,0.9,1.4,11.7,2003-01-01,2003
Ben Wallace,DET,81,37.7,9.5,3.9,9.2,42.1,0.0,0.1,12.5,1.8,3.6,49.0,4.0,8.4,12.4,1.7,1.8,3.0,1.5,19.8,2003-01-01,2003
Corliss Williamson,DET,79,19.9,9.5,3.8,7.6,50.5,0.0,0.0,0.0,1.8,2.5,73.1,1.1,2.1,3.2,0.7,0.4,0.3,1.4,8.2,2003-01-01,2003
Stromile Swift,MEM,77,19.8,9.4,3.5,7.4,46.9,0.0,0.1,25.0,2.5,3.4,72.5,1.8,3.1,4.9,0.5,0.7,1.5,1.1,11.1,2003-01-01,2003
Juan Dixon,WAS,71,20.8,9.4,3.5,9.0,38.8,0.8,2.8,29.8,1.6,2.0,79.9,0.4,1.7,2.1,1.9,1.2,0.1,1.5,7.2,2003-01-01,2003
Mike James,DET,81,27.1,9.3,3.4,8.1,41.4,1.3,3.5,37.7,1.3,1.6,81.1,0.3,2.5,2.9,4.2,1.2,0.0,1.5,11.0,2003-01-01,2003
Hedo Turkoglu,SAS,80,25.9,9.2,3.3,8.1,40.6,1.3,3.0,41.9,1.4,2.0,70.8,0.7,3.8,4.5,1.9,1.0,0.4,1.2,10.5,2003-01-01,2003
Jiri Welsch,BOS,81,26.9,9.2,3.2,7.6,42.8,0.9,2.2,38.1,1.9,2.5,74.3,0.7,2.9,3.7,2.3,1.2,0.1,1.6,9.9,2003-01-01,2003
Anfernee Hardaway,NYK,76,27.5,9.2,3.7,8.9,41.1,0.4,1.0,38.0,1.5,1.8,80.4,0.9,2.9,3.8,2.3,0.9,0.3,1.4,9.4,2003-01-01,2003
Aaron McKie,PHI,75,28.2,9.2,3.5,7.7,45.9,1.0,2.3,43.6,1.1,1.5,75.7,0.6,2.8,3.4,2.6,1.1,0.3,1.4,10.7,2003-01-01,2003
Etan Thomas,WAS,79,24.1,8.9,3.3,6.7,48.9,0.0,0.0,0.0,2.4,3.7,64.7,2.3,4.4,6.7,0.9,0.5,1.6,1.4,12.3,2003-01-01,2003
Antonio Davis,CHI,80,32.2,8.9,3.3,8.3,40.3,0.0,0.0,0.0,2.2,2.9,76.5,2.6,5.8,8.4,1.7,0.5,0.8,1.4,13.2,2003-01-01,2003
Brian Grant,MIA,76,30.3,8.7,3.8,8.1,47.1,0.0,0.0,0.0,1.1,1.4,78.2,2.3,4.6,6.9,0.9,0.7,0.5,1.1,12.0,2003-01-01,2003
Rasho Nesterovic,SAS,82,28.7,8.7,4.0,8.5,46.9,0.0,0.0,0.0,0.7,1.4,47.4,3.1,4.6,7.7,1.4,0.6,2.0,1.3,13.8,2003-01-01,2003
Marcus Camby,DEN,72,30.0,8.6,3.6,7.6,47.7,0.0,0.0,0.0,1.4,1.9,72.1,2.9,7.2,10.1,1.8,1.2,2.6,1.4,18.5,2003-01-01,2003
Shane Battier,MEM,79,24.6,8.5,3.1,6.9,44.6,0.8,2.4,34.9,1.5,2.1,73.2,1.3,2.5,3.8,1.3,1.3,0.7,0.7,10.5,2003-01-01,2003
Toni Kukoc,MIL,73,20.8,8.4,2.9,6.9,41.7,0.7,2.3,29.2,2.0,2.7,72.9,0.8,2.9,3.7,2.7,0.8,0.3,1.5,9.7,2003-01-01,2003
Morris Peterson,TOR,82,26.2,8.3,2.9,7.2,40.5,1.5,4.1,37.1,0.9,1.1,80.9,0.4,2.8,3.2,1.4,1.1,0.2,0.8,8.8,2003-01-01,2003
Antonio Daniels,SEA,71,21.4,8.0,2.6,5.6,47.0,0.6,1.6,36.2,2.2,2.6,84.2,0.3,1.7,2.0,4.2,0.6,0.1,0.9,10.7,2003-01-01,2003
Samuel Dalembert,PHI,82,26.8,8.0,3.3,6.1,54.1,0.0,0.0,0.0,1.4,2.1,64.4,2.4,5.3,7.6,0.3,0.5,2.3,1.0,14.1,2003-01-01,2003
Shandon Anderson,NYK,80,24.7,7.9,3.0,7.1,42.2,0.5,1.6,28.1,1.5,2.0,76.4,0.7,2.1,2.8,1.5,0.9,0.2,1.5,7.3,2003-01-01,2003
Theo Ratliff,POR,85,12.0,7.9,3.1,6.5,48.5,0.0,0.0,0.0,1.6,2.6,64.5,2.3,4.9,7.2,0.8,0.6,3.6,1.4,14.6,2003-01-01,2003
Leandro Barbosa,PHX,70,21.4,7.9,3.0,6.7,44.7,1.2,3.0,39.5,0.7,0.9,77.0,0.3,1.4,1.8,2.4,1.3,0.1,1.7,7.8,2003-01-01,2003
Walter McCarty,BOS,77,24.7,7.9,2.6,6.8,38.8,1.8,4.8,37.4,0.8,1.1,75.6,0.4,2.7,3.1,1.6,0.9,0.3,1.2,8.2,2003-01-01,2003
Calbert Cheaney,GSW,79,26.2,7.6,3.5,7.3,48.1,0.0,0.1,0.0,0.6,1.0,61.0,1.0,2.3,3.3,1.7,0.8,0.2,1.1,8.3,2003-01-01,2003
Rodney White,DEN,72,13.7,7.5,3.0,6.5,45.9,0.5,1.2,37.9,1.1,1.4,75.0,0.6,1.7,2.3,0.8,0.4,0.3,1.1,6.4,2003-01-01,2003
Bob Sura,ATL,80,20.8,7.5,2.5,6.1,41.6,0.3,1.0,26.6,2.1,2.8,75.7,1.3,2.8,4.1,2.9,0.8,0.2,1.3,9.9,2003-01-01,2003
Nazr Mohammed,NYK,80,20.1,7.4,3.1,5.9,52.1,0.0,0.0,0.0,1.3,2.1,59.2,2.2,3.7,5.9,0.5,0.7,0.7,1.2,10.2,2003-01-01,2003
Devean George,LAL,82,23.8,7.4,2.8,7.0,40.8,0.8,2.3,34.9,0.9,1.2,76.0,1.1,3.0,4.0,1.4,1.0,0.5,1.1,8.8,2003-01-01,2003
Udonis Haslem,MIA,75,24.0,7.3,2.7,6.0,45.9,0.0,0.0,0.0,1.9,2.4,76.5,2.5,3.8,6.3,0.7,0.4,0.3,1.0,10.3,2003-01-01,2003
Derek Fisher,LAL,82,21.5,7.1,2.5,7.0,35.2,0.6,2.2,29.1,1.5,1.9,79.7,0.4,1.5,1.9,2.3,1.3,0.0,1.0,6.6,2003-01-01,2003
Damon Jones,MIL,82,24.6,7.0,2.6,6.4,40.1,1.2,3.3,35.9,0.7,0.9,76.4,0.2,1.9,2.1,5.8,0.4,0.0,1.3,10.0,2003-01-01,2003
Raul Lopez,UTA,82,19.7,7.0,2.7,6.3,43.1,0.3,1.0,29.4,1.2,1.4,86.3,0.3,1.6,1.9,3.7,0.8,0.0,2.1,7.5,2003-01-01,2003
Brendan Haywood,WAS,77,19.3,7.0,2.6,5.0,51.5,0.0,0.0,0.0,1.8,3.0,58.5,2.4,2.6,5.0,0.6,0.4,1.3,1.0,9.5,2003-01-01,2003
Ruben Patterson,POR,73,22.6,6.9,2.7,5.4,50.6,0.0,0.2,16.7,1.4,2.6,55.3,1.8,1.9,3.7,1.9,1.2,0.3,1.4,8.7,2003-01-01,2003
Bruce Bowen,SAS,82,32.0,6.9,2.6,6.1,42.0,0.9,2.6,36.3,0.8,1.4,57.9,0.5,2.5,3.1,1.4,1.0,0.4,1.1,7.5,2003-01-01,2003
Keith Bogans,ORL,73,24.5,6.8,2.5,6.2,40.3,0.9,2.6,35.8,0.9,1.4,63.1,1.5,2.9,4.3,1.3,0.6,0.1,1.0,8.0,2003-01-01,2003
Greg Ostertag,UTA,78,27.6,6.8,2.7,5.6,47.6,0.0,0.0,0.0,1.4,2.5,57.9,2.8,4.6,7.4,1.6,0.4,1.8,1.3,12.7,2003-01-01,2003
Fred Hoiberg,MIN,79,22.8,6.7,2.3,4.8,46.5,1.0,2.2,44.2,1.2,1.5,84.5,0.3,3.1,3.4,1.4,0.8,0.1,0.6,9.1,2003-01-01,2003
Kareem Rush,LAL,72,17.3,6.4,2.6,6.0,44.0,0.7,1.9,34.8,0.4,0.7,59.6,0.3,1.1,1.3,0.8,0.5,0.3,0.7,5.0,2003-01-01,2003
Chris Mihm,BOS,76,17.5,6.3,2.4,5.0,48.8,0.0,0.0,0.0,1.4,2.2,66.3,2.1,3.4,5.4,0.3,0.5,0.8,1.2,8.9,2003-01-01,2003
Aaron Williams,NJN,72,18.6,6.3,2.4,4.8,50.3,0.0,0.0,33.3,1.5,2.2,67.7,1.4,2.7,4.1,1.1,0.5,0.6,1.2,8.3,2003-01-01,2003
Anthony Johnson,IND,73,21.9,6.2,2.3,5.6,40.6,0.6,1.7,33.6,1.0,1.3,79.8,0.4,1.4,1.8,2.8,0.9,0.1,1.0,7.1,2003-01-01,2003
Chris Kaman,LAC,82,22.5,6.1,2.4,5.3,46.0,0.0,0.0,0.0,1.2,1.7,69.7,1.5,4.1,5.6,1.0,0.3,0.9,1.9,8.6,2003-01-01,2003
Jeff Foster,IND,82,23.8,6.1,2.4,4.4,54.4,0.0,0.0,0.0,1.3,1.9,66.9,3.0,4.4,7.4,0.8,0.9,0.3,0.7,12.1,2003-01-01,2003
Casey Jacobsen,PHX,78,23.4,6.0,1.9,4.6,41.7,1.0,2.3,41.7,1.2,1.4,82.0,0.5,2.0,2.6,1.3,0.6,0.1,0.9,6.7,2003-01-01,2003
Charlie Ward,SAS,71,17.6,6.0,2.3,5.5,41.0,1.2,2.9,40.8,0.3,0.4,74.1,0.2,1.9,2.0,3.0,0.9,0.2,1.4,7.4,2003-01-01,2003
Jarron Collins,UTA,81,21.4,6.0,1.8,3.6,49.8,0.0,0.0,0.0,2.3,3.2,71.8,1.4,2.5,3.9,1.0,0.3,0.2,1.0,7.6,2003-01-01,2003
Marcus Banks,BOS,81,17.1,5.9,2.2,5.5,40.0,0.3,1.1,31.4,1.2,1.6,75.6,0.4,1.3,1.6,2.2,1.1,0.2,1.5,5.8,2003-01-01,2003
Jason Collins,NJN,78,28.5,5.9,2.1,4.9,42.4,0.0,0.0,0.0,1.7,2.4,73.9,1.8,3.3,5.1,2.0,0.9,0.7,1.2,9.9,2003-01-01,2003
Steve Blake,WAS,75,18.5,5.9,2.1,5.4,38.6,1.0,2.7,37.1,0.7,0.9,82.1,0.2,1.3,1.6,2.8,0.8,0.1,1.7,5.9,2003-01-01,2003
John Salmons,PHI,77,20.8,5.8,2.1,5.4,38.7,0.6,1.9,34.0,0.9,1.2,77.2,0.5,2.1,2.5,1.7,0.8,0.2,1.0,6.5,2003-01-01,2003
Anthony Peeler,SAC,75,18.5,5.7,2.1,4.6,44.8,0.9,1.9,48.2,0.7,0.8,83.6,0.4,1.6,2.0,1.6,0.7,0.1,1.0,6.5,2003-01-01,2003
